target,id,city,Oblast,Country,latitude,longitude
Odesa oblast,427,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,439,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,440,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,441,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,445,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,446,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,451,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,453,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,460,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,497,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,526,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,527,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,539,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,560,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,562,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Odesa oblast,577,,Odesa Oblast,Ukraine,46.1147226,29.9567193
Mykolaiv oblast,3,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,6,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,11,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,12,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,16,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,26,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,31,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,36,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,44,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,47,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,48,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,54,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,86,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,94,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,95,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,164,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,165,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,174,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,175,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,187,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,188,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,189,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,225,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,226,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,237,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,238,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,239,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,263,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,264,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,265,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,295,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,325,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,326,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,327,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,328,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,358,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,359,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,360,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,361,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,418,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,420,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,421,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,423,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,427,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,436,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,445,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,446,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,447,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,449,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,451,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,453,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,454,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,461,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,477,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,480,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,482,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,485,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,492,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,508,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,524,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,525,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,526,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,527,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,554,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,557,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,562,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,573,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,577,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,620,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,655,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,680,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,686,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,695,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Mykolaiv oblast,705,,Mykolaiv Oblast,Ukraine,47.3886032,31.9442334
Ochakiv,9,,,,46.6145957,31.5452994
Zaporizhzhia,19,Zaporizhzhia,69000-69499,Ukraine,47.8507859,35.1182867
Zaporizhzhia,20,Zaporizhzhia,69000-69499,Ukraine,47.8507859,35.1182867
Zaporizhzhia,21,Zaporizhzhia,69000-69499,Ukraine,47.8507859,35.1182867
Zaporizhzhia,550,Zaporizhzhia,69000-69499,Ukraine,47.8507859,35.1182867
Kyiv oblast,25,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,96,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,102,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,192,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,198,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,236,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,261,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,266,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,267,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,296,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,297,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,298,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,337,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,377,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,419,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,535,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,546,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kyiv oblast,580,,Kyiv Oblast,Ukraine,50.178595,30.4924884
Kherson oblast,52,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,86,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,93,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,127,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,160,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,174,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,177,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,178,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,179,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,180,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,187,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,188,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,189,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,199,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,200,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,212,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,213,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,216,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,217,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,218,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,237,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,238,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,239,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,241,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,242,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,243,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,376,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,447,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,453,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,463,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,480,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,483,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,489,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,490,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,491,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,493,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,500,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,544,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,549,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,557,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,558,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,564,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,568,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,570,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,571,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,572,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,610,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,615,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,616,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,619,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,620,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,638,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,639,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,646,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,647,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,651,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,652,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,653,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,656,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,667,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,668,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,677,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,679,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,682,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,687,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Kherson oblast,702,,Kherson Oblast,Ukraine,46.5421715,33.4079326
Vinnytsia oblast,54,,Vinnytsia Oblast,Ukraine,48.8990315,28.516068
Vinnytsia oblast,370,,Vinnytsia Oblast,Ukraine,48.8990315,28.516068
Vinnytsia oblast,411,,Vinnytsia Oblast,Ukraine,48.8990315,28.516068
Vinnytsia oblast,445,,Vinnytsia Oblast,Ukraine,48.8990315,28.516068
Vinnytsia oblast,477,,Vinnytsia Oblast,Ukraine,48.8990315,28.516068
Poltava oblast,57,,Poltava Oblast,Ukraine,49.8607809,33.7498787
Poltava oblast,428,,Poltava Oblast,Ukraine,49.8607809,33.7498787
Poltava oblast,432,,Poltava Oblast,Ukraine,49.8607809,33.7498787
Poltava oblast,505,,Poltava Oblast,Ukraine,49.8607809,33.7498787
Poltava oblast,531,,Poltava Oblast,Ukraine,49.8607809,33.7498787
Poltava oblast,535,,Poltava Oblast,Ukraine,49.8607809,33.7498787
Poltava oblast,709,,Poltava Oblast,Ukraine,49.8607809,33.7498787
Donetsk oblast,59,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,287,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,537,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,556,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,568,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,648,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,658,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,692,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,704,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,707,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,710,,83000-87999,Ukraine,47.9212914,37.7809825
Dnipro,116,Dnipro,49000,Ukraine,48.4680221,35.0417711
Dnipro,400,Dnipro,49000,Ukraine,48.4680221,35.0417711
Dnipro,576,Dnipro,49000,Ukraine,48.4680221,35.0417711
Dnipro,629,Dnipro,49000,Ukraine,48.4680221,35.0417711
Dnipro,649,Dnipro,49000,Ukraine,48.4680221,35.0417711
Kharkiv oblast,130,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,282,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,395,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,404,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,481,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,579,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,601,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,622,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,633,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,648,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,685,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,690,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,696,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,698,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kharkiv oblast,704,,Kharkiv Oblast,Ukraine,49.8299582,36.3788957
Kyiv oblast (south),268,,,,,
Kyiv oblast (south),269,,,,,
Cherkasy oblast,275,,Cherkasy Oblast,Ukraine,49.1460165,31.2271744
Cherkasy oblast,535,,Cherkasy Oblast,Ukraine,49.1460165,31.2271744
Sumy oblast,282,,Sumy Oblast,Ukraine,50.7696518,34.3289305
Sumy oblast,417,,Sumy Oblast,Ukraine,50.7696518,34.3289305
Sumy oblast,422,,Sumy Oblast,Ukraine,50.7696518,34.3289305
Sumy oblast,423,,Sumy Oblast,Ukraine,50.7696518,34.3289305
Sumy oblast,432,,Sumy Oblast,Ukraine,50.7696518,34.3289305
Sumy oblast,504,,Sumy Oblast,Ukraine,50.7696518,34.3289305
Sumy oblast,698,,Sumy Oblast,Ukraine,50.7696518,34.3289305
Khmelnytskyi oblast,306,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,310,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,372,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,424,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,428,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,477,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,485,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,562,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,577,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,599,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Khmelnytskyi oblast,650,,Khmelnytskyi Oblast,Ukraine,49.268624,27.0635998
Lviv oblast,329,,Lviv Oblast,Ukraine,49.6512234,23.8266948
Kirovohrad oblast,331,,Kirovohrad Oblast,Ukraine,48.1916774,31.6902953
Kirovohrad oblast,432,,Kirovohrad Oblast,Ukraine,48.1916774,31.6902953
Kirovohrad oblast,451,,Kirovohrad Oblast,Ukraine,48.1916774,31.6902953
Kirovohrad oblast,618,,Kirovohrad Oblast,Ukraine,48.1916774,31.6902953
Kirovohrad oblast,706,,Kirovohrad Oblast,Ukraine,48.1916774,31.6902953
Kolomyia,386,,,,48.5259211,25.0380538
Kryvyi Rih,407,Kryvyi Rih,50000-50479,Ukraine,47.9102734,33.3917703
Kryvyi Rih,431,Kryvyi Rih,50000-50479,Ukraine,47.9102734,33.3917703
Kryvyi Rih,448,Kryvyi Rih,50000-50479,Ukraine,47.9102734,33.3917703
Kharkiv,434,Kharkiv,Kharkiv Oblast,Ukraine,49.9923181,36.2310146
Kharkiv,630,Kharkiv,Kharkiv Oblast,Ukraine,49.9923181,36.2310146
"Dnipropetrovsk oblast, Kryvyi Rih Raion",465,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",484,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",494,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",503,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",506,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",583,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",598,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",612,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Kryvyi Rih Raion",678,,,,47.887798149999995,33.54562761728687
"Dnipropetrovsk oblast, Synelnykove Raion",470,,,,48.239535849999996,36.06054738137552
"Dnipropetrovsk oblast, Synelnykove Raion",474,,,,48.239535849999996,36.06054738137552
"Dnipropetrovsk oblast, Synelnykove Raion",498,,,,48.239535849999996,36.06054738137552
"Dnipropetrovsk oblast, Synelnykove Raion",513,,,,48.239535849999996,36.06054738137552
"Dnipropetrovsk oblast, Synelnykove Raion",669,,,,48.239535849999996,36.06054738137552
"Dnipropetrovsk oblast, Kamianske Raion",478,,,,48.481291049999996,34.11608282383777
"Dnipropetrovsk oblast, Dnipro Raion",484,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",487,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",499,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",514,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",517,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",538,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",589,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",602,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",606,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",614,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",637,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",657,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",681,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",688,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",693,,,,48.52089235,34.96484608226453
"Dnipropetrovsk oblast, Dnipro Raion",701,,,,48.52089235,34.96484608226453
"Poltava oblast, Myrhorod Raion",486,,,,50.0323291,33.79214304890394
"Dnipropetrovsk oblast, Pavlohrad Raion",512,,,,48.64258835,35.911923073716096
"Dnipropetrovsk oblast, Pavlohrad Raion",596,,,,48.64258835,35.911923073716096
Kyiv,523,Kyiv,Kyiv,Ukraine,50.4500336,30.5241361
Kyiv,582,Kyiv,Kyiv,Ukraine,50.4500336,30.5241361
Kyiv,587,Kyiv,Kyiv,Ukraine,50.4500336,30.5241361
Kyiv,590,Kyiv,Kyiv,Ukraine,50.4500336,30.5241361
Starokostiantyniv,590,,,,49.756163,27.2087889
